dato,datetime,air_temp_avg,air_temp_min,surface_temp_avg,surface_temp_min,temp_diff,wind_avg,wind_max,gust_max,precip_total,precip_duration,snow_depth,snow_change,humidity_avg,dew_point_avg,scenario
13. jan. 2024,2024-01-13 04:46:00,-0.4000000000000001,-1.3,-0.8166666666666668,-1.8,0.4166666666666667,2.1166666666666667,3.2,6.9,5.3999999999999995,316.0,30.666666666666668,5.099999999999998,97.5,-0.8666666666666667,NYSNØ
17. jan. 2024,2024-01-17 09:05:00,-7.150000000000001,-8.6,-12.816666666666665,-16.9,5.666666666666663,1.05,2.0,6.4,0.0,0.0,55.38333333333333,-0.7999999999999972,83.16666666666667,-10.183333333333332,ANNET
19. jan. 2024,2024-01-19 16:59:00,-4.633333333333334,-5.7,-7.349999999999999,-9.6,2.716666666666665,1.2166666666666668,2.8,6.6,0.7,70.0,69.86666666666666,0.7000000000000028,88.0,-6.666666666666667,ANNET
19. jan. 2024,2024-01-19 07:02:00,-6.083333333333333,-7.2,-6.6499999999999995,-7.5,0.5666666666666664,1.8500000000000003,3.1,7.9,4.2,332.0,67.21666666666667,5.299999999999997,93.16666666666667,-7.033333333333332,NYSNØ
20. jan. 2024,2024-01-20 00:00:00,-4.785714285714286,-5.4,-7.171428571428572,-13.2,2.385714285714286,1.2,2.9,4.4,1.4000000000000001,333.0,71.45714285714286,4.200000000000003,88.85714285714286,-6.757142857142857,ANNET
21. jan. 2024,2024-01-21 07:50:00,1.5666666666666667,1.1,0.18333333333333335,0.0,1.3833333333333333,5.616666666666667,7.7,13.6,1.5000000000000002,60.0,74.9,-2.4000000000000057,88.83333333333333,-0.35000000000000003,ANNET
22. jan. 2024,2024-01-22 18:22:00,1.616666666666667,0.9,0.16666666666666666,-0.1,1.4500000000000002,5.066666666666666,6.0,19.3,12.799999999999999,360.0,60.11666666666667,1.8999999999999986,91.66666666666667,0.01666666666666668,SLAPS
23. jan. 2024,2024-01-23 08:57:00,1.6500000000000001,1.4,0.04999999999999999,-0.5,1.6,6.783333333333334,8.8,14.8,0.2,88.0,61.75,-1.2000000000000028,79.0,-1.7166666666666668,ANNET
25. jan. 2024,2024-01-25 14:03:00,0.5499999999999999,-0.2,-1.1666666666666667,-3.1,1.7166666666666668,1.3166666666666669,1.8,4.0,0.0,2.0,56.06666666666667,0.0,90.5,-1.1833333333333333,FRYSEFARE
26. jan. 2024,2024-01-26 08:54:00,3.4166666666666665,3.3,0.55,0.5,2.8666666666666663,6.033333333333332,7.6,14.9,2.9000000000000004,206.0,54.65,-0.8000000000000043,82.5,0.11666666666666668,ANNET
28. jan. 2024,2024-01-28 15:32:00,3.066666666666667,2.4,-0.04999999999999999,-0.8,3.1166666666666667,2.8666666666666667,3.4,5.9,0.0,0.0,51.650000000000006,-0.10000000000000142,69.0,-2.2499999999999996,FRYSEFARE
1. feb. 2024,2024-02-01 04:40:00,-1.3,-1.6,-2.2,-2.8,0.9000000000000001,7.599999999999999,9.7,22.4,2.3,217.0,73.38333333333333,-0.6000000000000085,88.33333333333333,-3.4,NYSNØ
2. feb. 2024,2024-02-02 10:29:00,2.1,-0.1,0.3833333333333333,-0.4,1.7166666666666668,2.0,2.6,6.2,11.6,360.0,88.78333333333335,-5.700000000000003,98.16666666666667,1.75,SLAPS
2. feb. 2024,2024-02-02 06:12:00,-0.21666666666666667,-0.9,-0.44999999999999996,-1.0,0.23333333333333328,1.4333333333333333,2.4,4.1,10.5,360.0,86.85000000000001,7.599999999999994,97.83333333333333,-0.5499999999999999,NYSNØ
4. feb. 2024,2024-02-04 08:42:00,-0.049999999999999996,-0.6,-0.6166666666666667,-0.8,0.5666666666666667,7.150000000000001,9.8,18.7,6.299999999999999,340.0,67.51666666666667,-7.0,93.5,-1.2166666666666668,NYSNØ
7. feb. 2024,2024-02-07 07:22:00,-7.883333333333333,-9.5,-12.883333333333333,-16.7,5.0,1.6500000000000001,2.9,4.2,0.0,37.0,74.55,-0.29999999999999716,90.33333333333333,-9.983333333333334,ANNET
8. feb. 2024,2024-02-08 09:58:00,-4.8,-5.5,-7.800000000000001,-11.3,3.000000000000001,0.3833333333333333,1.3,2.8,0.1,108.0,79.78333333333335,-0.5,93.5,-6.133333333333333,ANNET
9. feb. 2024,2024-02-09 07:32:00,-6.949999999999999,-7.8,-12.433333333333335,-13.8,5.483333333333336,5.933333333333334,8.6,12.9,0.0,0.0,72.58333333333333,3.0,46.666666666666664,-17.05,ANNET
10. feb. 2024,2024-02-10 06:51:00,-7.8999999999999995,-8.2,-9.233333333333333,-10.0,1.333333333333333,9.466666666666667,11.6,24.8,0.0,76.0,63.333333333333336,0.7000000000000028,68.16666666666667,-12.966666666666669,SNØFOKK
10. feb. 2024,2024-02-10 09:05:00,-8.083333333333334,-8.6,-9.033333333333333,-9.2,0.9499999999999993,11.333333333333334,12.7,23.9,0.0,67.0,63.300000000000004,-2.299999999999997,70.16666666666667,-12.783333333333333,SNØFOKK
11. feb. 2024,2024-02-11 11:25:00,-1.2666666666666666,-2.3,-3.0500000000000003,-3.6,1.7833333333333337,11.133333333333333,13.0,21.5,0.5,48.0,62.199999999999996,0.0,73.5,-5.866666666666667,SNØFOKK
12. feb. 2024,2024-02-12 08:41:00,-2.9499999999999997,-3.7,-4.183333333333334,-5.2,1.2333333333333338,11.6,14.5,21.8,0.0,2.0,61.716666666666676,-0.10000000000000142,76.33333333333333,-6.916666666666667,SNØFOKK
13. feb. 2024,2024-02-13 17:19:00,-1.8166666666666667,-2.2,-2.1999999999999997,-2.4,0.3833333333333331,2.716666666666667,3.8,6.1,3.8,237.0,65.68333333333334,4.199999999999996,91.33333333333333,-3.1999999999999997,NYSNØ
14. feb. 2024,2024-02-14 14:27:00,1.3166666666666667,0.7,0.35000000000000003,-0.2,0.9666666666666666,1.6333333333333335,2.3,4.6,0.0,1.0,70.48333333333333,-0.5999999999999943,83.5,-1.25,ANNET
15. feb. 2024,2024-02-15 08:48:00,0.6833333333333332,-0.3,-2.216666666666667,-6.2,2.9,4.316666666666666,7.5,10.8,0.0,0.0,70.10000000000001,-0.19999999999998863,73.33333333333333,-3.6666666666666665,FRYSEFARE
20. feb. 2024,2024-02-20 12:19:00,1.9666666666666666,1.5,0.6000000000000001,0.4,1.3666666666666665,1.55,2.3,4.3,2.6999999999999997,314.0,51.666666666666664,-0.6000000000000014,98.16666666666667,1.7666666666666666,ANNET
20. feb. 2024,2024-02-20 14:18:00,2.3833333333333333,1.9,0.7166666666666667,0.6,1.6666666666666665,1.9833333333333334,2.4,6.3,2.3,242.0,51.48333333333333,-0.30000000000000426,96.16666666666667,1.8999999999999997,ANNET
22. feb. 2024,2024-02-22 17:27:00,3.7999999999999994,3.6,0.6333333333333333,0.4,3.166666666666666,5.749999999999999,7.1,13.8,0.0,0.0,48.53333333333333,-0.5,62.333333333333336,-3.0999999999999996,ANNET
23. feb. 2024,2024-02-23 13:55:00,-0.38333333333333336,-1.1,-1.0,-1.8,0.6166666666666667,0.85,5.1,12.1,11.8,360.0,57.03333333333333,10.200000000000003,93.83333333333333,-1.7166666666666668,NYSNØ
24. feb. 2024,2024-02-24 15:33:00,1.8166666666666664,1.2,0.10000000000000005,-1.8,1.7166666666666663,2.1666666666666665,2.7,6.2,0.7,14.0,62.699999999999996,-1.5,80.0,-1.55,ANNET
24. feb. 2024,2024-02-24 14:02:00,1.6333333333333335,0.6,0.3333333333333334,-0.4,1.3,2.1666666666666665,2.7,6.2,0.7,14.0,62.96666666666666,-1.2000000000000028,81.5,-1.3333333333333333,ANNET
28. feb. 2024,2024-02-28 05:11:00,0.3,-0.3,-0.08333333333333333,-0.4,0.3833333333333333,1.9666666666666668,3.3,10.7,3.9,211.0,71.35000000000001,0.20000000000000284,96.16666666666667,-0.18333333333333332,FRYSEFARE
29. feb. 2024,2024-02-29 17:45:00,3.4333333333333336,3.1,0.75,0.2,2.6833333333333336,2.6833333333333336,3.4,6.9,0.1,22.0,60.083333333333336,-2.0,85.16666666666667,1.0666666666666667,ANNET
18. mars 2024,2024-03-18 11:14:00,-1.6499999999999997,-2.0,-3.0000000000000004,-3.6,1.3500000000000008,10.200000000000001,12.2,17.7,0.2,53.0,33.18333333333333,-0.19999999999999574,71.83333333333333,-6.383333333333333,SNØFOKK
23. mars 2024,2024-03-23 15:57:00,1.1833333333333333,0.9,0.3833333333333333,0.1,0.8,2.4499999999999997,3.2,6.1,18.0,336.0,62.550000000000004,0.5,94.5,-0.03333333333333333,SLAPS
23. mars 2024,2024-03-23 09:09:00,0.16666666666666666,-0.1,-0.21666666666666667,-0.5,0.3833333333333333,0.5166666666666666,1.7,7.9,6.7,360.0,54.349999999999994,11.400000000000006,96.5,-0.4833333333333334,SLAPS
24. mars 2024,2024-03-24 06:29:00,1.2333333333333332,0.6,-2.733333333333333,-6.1,3.966666666666666,3.233333333333334,5.0,10.0,0.0,0.0,61.18333333333333,-0.6000000000000014,72.33333333333333,-3.6666666666666665,FRYSEFARE
27. mars 2024,2024-03-27 07:49:00,1.9000000000000001,1.3,-0.9833333333333334,-2.4,2.8833333333333337,6.316666666666666,7.8,14.1,0.0,0.0,57.04999999999999,-0.30000000000000426,71.16666666666667,-2.9166666666666665,FRYSEFARE
4. apr. 2024,2024-04-04 11:58:00,-5.216666666666667,-5.8,-5.6499999999999995,-6.3,0.4333333333333327,10.266666666666666,15.1,26.5,2.7,302.0,29.73333333333333,0.0,82.16666666666667,-8.033333333333333,NYSNØ
5. apr. 2024,2024-04-05 07:51:00,-3.5833333333333335,-4.4,-3.9499999999999993,-4.6,0.3666666666666658,0.4833333333333334,1.3,2.3,0.2,69.0,29.700000000000003,-0.29999999999999716,85.0,-5.883333333333333,ANNET
18. nov. 2024,2024-11-18 10:17:00,-2.8166666666666664,-3.6,-7.983333333333334,-9.8,5.166666666666668,,,,0.0,0.0,13.816666666666668,-0.20000000000000107,94.66666666666667,-4.216666666666667,ANNET
24. nov. 2024,2024-11-24 09:38:00,2.0500000000000003,0.9,0.16666666666666666,-0.5,1.8833333333333335,11.616666666666665,14.3,21.7,10.7,192.0,12.566666666666668,-3.5,76.66666666666667,-1.9000000000000001,SLAPS
15. des. 2024,2024-12-15 10:26:00,0.5499999999999999,-0.5,-0.03333333333333335,-0.4,0.5833333333333333,1.75,2.1,4.5,14.799999999999999,360.0,6.0,0.7000000000000002,98.33333333333333,0.26666666666666666,SLAPS
15. des. 2024,2024-12-15 10:26:00,0.5499999999999999,-0.5,-0.03333333333333335,-0.4,0.5833333333333333,1.75,2.1,4.5,14.799999999999999,360.0,6.0,0.7000000000000002,98.33333333333333,0.26666666666666666,SLAPS
20. des. 2024,2024-12-20 20:59:00,-0.8166666666666668,-1.9,-1.1166666666666667,-2.2,0.29999999999999993,2.6666666666666665,3.3,6.5,7.4,231.0,8.299999999999999,6.299999999999999,94.66666666666667,-1.4833333333333332,NYSNØ
20. des. 2024,2024-12-20 20:57:00,-0.8166666666666668,-1.9,-1.1166666666666667,-2.2,0.29999999999999993,2.6666666666666665,3.3,6.5,7.4,231.0,8.299999999999999,6.299999999999999,94.66666666666667,-1.4833333333333332,NYSNØ
21. des. 2024,2024-12-21 00:00:00,0.39999999999999997,-0.5,-0.14285714285714282,-0.7,0.5428571428571428,2.1714285714285713,3.2,6.9,12.5,381.0,12.957142857142857,6.000000000000001,98.14285714285714,0.14285714285714285,SLAPS
21. des. 2024,2024-12-21 00:00:00,0.39999999999999997,-0.5,-0.14285714285714282,-0.7,0.5428571428571428,2.1714285714285713,3.2,6.9,12.5,381.0,12.957142857142857,6.000000000000001,98.14285714285714,0.14285714285714285,SLAPS
21. des. 2024,2024-12-21 13:26:00,1.3833333333333335,0.3,0.15,0.0,1.2333333333333336,2.3000000000000003,3.1,9.6,8.3,307.0,9.233333333333334,4.999999999999999,95.83333333333333,0.39999999999999997,SLAPS
22. des. 2024,2024-12-22 09:58:00,0.46666666666666673,-0.3,-0.15,-0.4,0.6166666666666667,1.1,3.0,9.3,10.0,313.0,31.566666666666666,8.299999999999997,96.83333333333333,-0.26666666666666666,SLAPS
24. des. 2024,2024-12-24 11:50:00,0.2833333333333334,-1.2,-0.2166666666666667,-1.4,0.5000000000000001,1.7166666666666668,2.5,5.3,4.3,330.0,40.46666666666666,-0.3999999999999986,97.66666666666667,0.016666666666666646,FRYSEFARE
24. des. 2024,2024-12-24 11:36:00,0.2833333333333334,-1.2,-0.2166666666666667,-1.4,0.5000000000000001,1.7166666666666668,2.5,5.3,4.3,330.0,40.46666666666666,-0.3999999999999986,97.66666666666667,0.016666666666666646,FRYSEFARE
25. des. 2024,2024-12-25 09:51:00,6.283333333333334,6.0,2.0,1.9,4.283333333333334,2.15,2.7,5.6,2.8,269.0,28.933333333333334,-2.3999999999999986,99.0,5.800000000000001,ANNET
27. des. 2024,2024-12-27 15:34:00,3.233333333333333,2.5,0.9333333333333335,0.8,2.2999999999999994,1.45,2.0,4.0,4.2,287.0,15.266666666666667,-1.3000000000000007,97.66666666666667,2.6666666666666665,ANNET
30. des. 2024,2024-12-30 07:41:00,-2.516666666666667,-3.8,-4.516666666666667,-8.1,1.9999999999999996,,,,0.2,67.0,20.533333333333335,0.0,96.83333333333333,-3.483333333333334,ANNET
31. des. 2024,2024-12-31 23:55:00,-1.2499999999999998,-1.9,-1.6000000000000003,-2.5,0.35000000000000053,5.05,7.3,15.0,15.399999999999999,323.0,13.233333333333334,5.299999999999999,92.5,-2.4166666666666665,NYSNØ
31. des. 2024,2024-12-31 21:34:00,-1.8666666666666665,-3.0,-2.2833333333333337,-3.1,0.4166666666666672,6.883333333333334,9.7,16.6,12.2,273.0,11.683333333333335,2.5,91.83333333333333,-3.1166666666666667,NYSNØ
1. jan. 2025,2025-01-01 00:00:00,-1.1285714285714286,-1.9,-1.4285714285714288,-2.5,0.30000000000000027,4.442857142857142,7.3,15.0,17.4,383.0,13.72857142857143,5.6,93.28571428571429,-2.2714285714285714,NYSNØ
1. jan. 2025,2025-01-01 00:01:00,-1.0333333333333334,-1.9,-1.25,-2.4,0.21666666666666656,3.966666666666667,7.1,14.3,14.4,334.0,14.166666666666664,5.5,93.66666666666667,-2.066666666666667,NYSNØ
3. jan. 2025,2025-01-03 09:10:00,-9.433333333333334,-9.9,-15.816666666666665,-19.9,6.383333333333331,2.8166666666666664,4.8,8.7,0.0,0.0,32.083333333333336,-0.8000000000000007,71.33333333333333,-14.333333333333334,ANNET
5. jan. 2025,2025-01-05 09:39:00,-4.050000000000001,-4.2,-4.499999999999999,-4.9,0.4499999999999984,3.4166666666666665,4.4,7.8,3.8,323.0,32.11666666666667,6.200000000000003,90.16666666666667,-5.516666666666667,NYSNØ
6. jan. 2025,2025-01-06 18:38:00,-4.666666666666667,-5.0,-5.0,-5.2,0.33333333333333304,14.049999999999999,15.4,31.3,2.9000000000000004,360.0,18.46666666666667,0.0,87.33333333333333,-6.7,NYSNØ
7. jan. 2025,2025-01-07 08:26:00,-1.3166666666666667,-2.3,-4.733333333333333,-5.1,3.416666666666667,6.900000000000001,11.4,22.8,0.0,9.0,17.033333333333335,-0.3000000000000007,65.5,-7.016666666666666,SNØFOKK
10. jan. 2025,2025-01-10 08:06:00,-4.333333333333333,-4.5,-10.25,-11.4,5.916666666666667,0.6166666666666667,1.3,2.7,0.0,0.0,19.0,0.10000000000000142,70.16666666666667,-9.566666666666668,ANNET
10. jan. 2025,2025-01-10 07:59:00,-4.300000000000001,-4.5,-9.799999999999999,-11.4,5.499999999999998,0.5333333333333333,1.3,2.7,0.0,0.0,19.0,0.10000000000000142,70.33333333333333,-9.433333333333332,ANNET
13. jan. 2025,2025-01-13 13:21:00,1.7333333333333334,0.8,0.5166666666666666,0.1,1.2166666666666668,2.5999999999999996,3.5,8.3,9.5,360.0,19.516666666666666,-2.8999999999999986,97.83333333333333,1.5166666666666666,SLAPS
13. jan. 2025,2025-01-13 10:14:00,0.6333333333333334,-0.3,0.08333333333333333,-0.2,0.55,2.8333333333333335,3.5,7.7,5.2,315.0,20.666666666666668,-1.3000000000000007,97.83333333333333,0.3833333333333333,SLAPS
17. jan. 2025,2025-01-17 10:11:00,4.016666666666667,3.6,-0.8999999999999999,-2.2,4.916666666666666,1.7166666666666666,2.4,5.4,0.0,0.0,3.4999999999999996,-0.20000000000000018,62.833333333333336,-2.766666666666666,FRYSEFARE
25. jan. 2025,2025-01-25 09:18:00,0.85,0.6,-0.03333333333333333,-0.1,0.8833333333333333,2.7166666666666663,4.3,15.5,26.9,356.0,15.066666666666665,7.0,91.5,-0.45,SLAPS
25. jan. 2025,2025-01-25 07:19:00,0.8333333333333334,0.6,0.0,-0.1,0.8333333333333334,2.8000000000000003,3.5,16.2,30.3,360.0,12.816666666666668,5.400000000000002,92.33333333333333,-0.3,SLAPS
26. jan. 2025,2025-01-26 08:59:00,-0.016666666666666663,-0.6,-2.45,-5.9,2.4333333333333336,2.466666666666667,2.9,7.8,0.4,47.0,23.450000000000003,-0.3000000000000007,87.83333333333333,-2.1999999999999997,ANNET
27. jan. 2025,2025-01-27 07:15:00,-0.9,-1.1,-2.7833333333333337,-3.4,1.8833333333333337,6.8999999999999995,9.0,15.9,0.0,0.0,22.849999999999998,-0.3999999999999986,72.16666666666667,-5.416666666666667,ANNET
27. jan. 2025,2025-01-27 12:04:00,-0.38333333333333336,-0.8,-1.8333333333333333,-2.0,1.45,9.116666666666667,9.8,20.8,0.0,0.0,19.916666666666668,-4.900000000000002,75.83333333333333,-4.2,ANNET
28. jan. 2025,2025-01-28 05:05:00,0.7333333333333334,0.5,-2.1,-3.1,2.8333333333333335,5.416666666666667,7.5,12.1,0.0,0.0,17.099999999999998,-0.10000000000000142,75.5,-3.4500000000000006,FRYSEFARE
30. jan. 2025,2025-01-30 17:26:00,-0.6,-0.9,-2.766666666666666,-3.3,2.166666666666666,0.6666666666666666,1.1,2.4,0.0,0.0,16.45,0.1999999999999993,84.33333333333333,-3.216666666666667,ANNET
30. jan. 2025,2025-01-30 17:25:00,-0.6,-0.9,-2.766666666666666,-3.3,2.166666666666666,0.6666666666666666,1.1,2.4,0.0,0.0,16.45,0.1999999999999993,84.33333333333333,-3.216666666666667,ANNET
7. feb. 2025,2025-02-07 08:59:00,0.6333333333333334,0.1,-7.483333333333334,-8.3,8.116666666666667,0.7166666666666667,1.2,3.2,0.0,0.0,19.53333333333333,0.0,51.166666666666664,-9.1,FRYSEFARE
15. feb. 2025,2025-02-15 07:58:00,-2.3,-2.9,-3.766666666666667,-7.9,1.4666666666666672,1.55,2.4,6.1,2.7,265.0,28.08333333333333,2.3000000000000007,96.66666666666667,-3.1999999999999997,NYSNØ
16. feb. 2025,2025-02-16 08:24:00,-10.899999999999999,-11.3,-18.45,-18.7,7.550000000000001,1.1166666666666667,1.9,3.1,0.0,0.0,16.083333333333332,-0.09999999999999787,33.0,-24.26666666666667,ANNET
21. feb. 2025,2025-02-21 09:30:00,4.0,2.7,0.7833333333333333,0.5,3.216666666666667,2.4333333333333336,3.2,5.6,0.0,0.0,15.933333333333335,-0.5,82.16666666666667,1.2,ANNET
22. feb. 2025,2025-02-22 09:13:00,5.650000000000001,5.0,1.5,1.4,4.150000000000001,3.0500000000000003,3.5,6.5,8.8,252.0,7.966666666666666,-1.1000000000000005,93.0,4.416666666666667,SLAPS
27. feb. 2025,2025-02-27 06:51:00,-0.65,-1.0,-2.083333333333333,-3.6,1.4333333333333331,0.0,0.0,0.0,1.1,250.0,9.983333333333333,1.5,95.83333333333333,-1.3999999999999997,ANNET
30. mars 2025,2025-03-30 08:06:00,0.8166666666666668,-0.1,-0.3,-0.7,1.1166666666666667,4.116666666666666,5.7,11.3,0.5,49.0,6.55,1.4000000000000004,81.66666666666667,-2.1999999999999997,FRYSEFARE
22. apr. 2025,2025-04-22 09:05:00,4.75,4.4,4.866666666666666,2.8,-0.11666666666666625,0.7000000000000001,1.5,2.4,0.0,2.0,-1.0,0.0,79.5,1.45,ANNET
