timestamp,air_temperature,surface_snow_thickness,wind_speed,wind_from_direction,relative_humidity,max_wind_gust,max_wind_speed,min_temperature,max_temperature,precipitation_duration,precipitation_amount,dew_point,hour,month,wind_sustained,wind_dir_change,snow_depth_change,risk_score
2018-02-14 14:00:00,-2.2,81.6,7.1,,68.0,14.2,7.9,-2.2,-1.8,0.0,0.0,-7.4,14,2,7.0,0.0,2.1000000000000085,0.8400000000000001
2018-02-14 15:00:00,-2.3,82.5,7.1,,63.0,14.6,8.3,-2.3,-2.1,2.0,0.0,-8.1,15,2,7.1,0.0,0.9000000000000057,0.7200000000000001
2018-02-14 16:00:00,-2.5,81.6,7.0,,63.0,16.3,9.0,-2.5,-2.1,0.0,0.0,-8.5,16,2,7.066666666666666,0.0,0.9000000000000057,0.7200000000000001
2018-02-14 18:00:00,-2.5,84.1,9.7,,62.0,17.2,10.5,-2.6,-2.3,3.0,0.0,-8.5,18,2,8.0,0.0,2.799999999999997,0.9200000000000002
2018-02-14 19:00:00,-2.5,83.6,8.5,,60.0,17.9,10.0,-2.6,-2.4,2.0,0.0,-8.9,19,2,8.5,0.0,0.5,0.7400000000000001
2018-02-14 20:00:00,-2.8,81.3,9.2,,63.0,16.2,9.3,-2.9,-2.2,0.0,0.0,-8.5,20,2,9.133333333333333,0.0,2.299999999999997,0.8400000000000001
2018-02-14 22:00:00,-2.6,81.2,9.6,,58.0,19.1,9.9,-3.0,-2.6,2.0,0.0,-9.8,22,2,9.533333333333333,0.0,0.5,0.7400000000000001
2018-02-14 23:00:00,-2.8,80.3,8.9,,61.0,18.8,11.3,-3.0,-2.6,5.0,0.0,-8.9,23,2,9.433333333333334,0.0,0.9000000000000057,0.8000000000000002
2018-02-15 00:00:00,-2.7,80.0,10.2,,61.0,17.4,10.6,-3.0,-2.7,7.0,0.0,-8.9,0,2,9.566666666666666,0.0,0.29999999999999716,0.7400000000000001
2018-02-15 01:00:00,-2.8,79.4,9.9,,63.0,17.3,10.4,-2.8,-2.6,0.0,0.0,-8.5,1,2,9.666666666666666,0.0,0.5999999999999943,0.7400000000000001
2018-02-15 02:00:00,-2.7,78.9,8.1,,63.0,17.1,10.7,-2.7,-2.4,0.0,0.0,-8.5,2,2,9.4,0.0,0.5,0.7400000000000001
2018-02-15 03:00:00,-2.9,78.4,10.1,,67.0,18.1,10.8,-3.0,-2.6,0.0,0.0,-8.1,3,2,9.366666666666667,0.0,0.5,0.7400000000000001
2018-02-15 04:00:00,-2.6,78.1,10.8,,66.0,20.6,11.6,-3.1,-2.5,5.0,0.0,-8.1,4,2,9.666666666666666,0.0,0.30000000000001137,0.7400000000000001
2018-02-15 05:00:00,-2.7,77.6,10.0,,67.0,19.6,11.0,-2.8,-2.4,4.0,0.0,-7.8,5,2,10.299999999999999,0.0,0.5,0.7400000000000001
2018-02-27 18:00:00,-14.4,73.5,6.7,,56.0,19.3,8.8,-14.5,-13.9,27.0,0.0,-21.4,18,2,5.033333333333333,0.0,4.299999999999997,0.9200000000000002
2018-02-27 19:00:00,-14.6,73.2,11.5,,56.0,21.1,11.8,-14.6,-14.4,23.0,0.0,-21.4,19,2,8.166666666666666,0.0,0.29999999999999716,0.7400000000000001
2018-02-27 20:00:00,-14.8,72.9,10.5,,54.0,22.1,11.7,-14.9,-14.6,22.0,0.0,-22.4,20,2,9.566666666666666,0.0,0.29999999999999716,0.7400000000000001
2018-02-27 21:00:00,-15.3,72.8,6.2,,56.0,17.6,10.9,-15.3,-14.9,7.0,0.0,-21.4,21,2,9.4,0.0,0.10000000000000853,0.7400000000000001
2018-02-28 02:00:00,-16.5,72.6,7.5,,57.0,18.9,10.6,-16.5,-16.1,59.0,0.0,-22.4,2,2,6.233333333333333,0.0,0.10000000000000853,0.7400000000000001
2018-02-28 03:00:00,-16.6,67.4,9.6,,60.0,23.5,10.4,-16.7,-16.5,45.0,0.0,-22.4,3,2,7.966666666666666,0.0,5.199999999999989,0.9200000000000002
2018-02-28 04:00:00,-16.1,66.4,7.8,,57.0,19.6,9.4,-16.6,-15.9,43.0,0.1,-22.4,4,2,8.299999999999999,0.0,1.0,0.8000000000000002
2018-02-28 05:00:00,-16.0,65.3,6.5,,56.0,19.4,9.8,-16.1,-15.6,3.0,0.0,-22.4,5,2,7.966666666666666,0.0,1.1000000000000085,0.8000000000000002
2018-02-28 08:00:00,-15.9,65.4,11.6,,54.0,21.3,13.1,-16.2,-15.8,34.0,0.0,-22.4,8,2,7.199999999999999,0.0,0.10000000000000853,0.7400000000000001
2018-02-28 09:00:00,-15.8,65.3,11.1,,51.0,21.3,13.3,-16.0,-15.7,43.0,0.0,-23.6,9,2,9.433333333333332,0.0,0.10000000000000853,0.7400000000000001
2018-02-28 10:00:00,-15.8,65.1,9.5,,49.0,19.9,11.0,-16.0,-15.8,7.0,0.0,-23.6,10,2,10.733333333333333,0.0,0.20000000000000284,0.7400000000000001
2018-02-28 11:00:00,-15.6,65.2,6.9,,50.0,19.7,10.6,-15.8,-15.4,6.0,0.0,-23.6,11,2,9.166666666666666,0.0,0.10000000000000853,0.7400000000000001
2018-02-28 12:00:00,-15.5,67.5,6.8,,49.0,16.2,8.5,-15.6,-15.4,0.0,0.0,-23.6,12,2,7.733333333333333,0.0,2.299999999999997,0.8400000000000001
2018-02-28 13:00:00,-15.1,71.9,7.5,,49.0,15.3,8.8,-15.5,-15.1,0.0,0.0,-23.6,13,2,7.066666666666666,0.0,4.400000000000006,0.8400000000000001
2018-02-28 14:00:00,-14.9,65.1,7.3,,50.0,17.9,9.5,-15.2,-14.7,0.0,0.0,-22.4,14,2,7.2,0.0,6.800000000000011,0.9200000000000002
2018-03-11 03:00:00,-2.4,63.7,8.9,360.0,61.0,17.7,9.5,-3.0,-2.3,0.0,0.0,-8.9,3,3,8.766666666666666,1.0,0.5,0.7400000000000001
2018-03-11 04:00:00,-2.7,63.9,10.6,360.0,65.0,17.4,10.6,-2.7,-2.4,0.0,0.0,-8.1,4,3,9.533333333333333,0.0,0.19999999999999574,0.7400000000000001
2018-03-11 05:00:00,-2.4,63.7,7.3,359.0,63.0,19.4,11.6,-2.7,-2.1,0.0,0.0,-8.5,5,3,8.933333333333332,1.0,0.19999999999999574,0.7400000000000001
2018-03-15 01:00:00,-4.0,62.9,6.3,357.0,62.0,15.1,8.4,-4.0,-3.3,2.0,0.0,-10.2,1,3,5.299999999999998,9.0,1.0,0.7200000000000001
2018-03-15 02:00:00,-4.3,62.7,10.3,358.0,67.0,18.0,10.7,-4.4,-4.0,6.0,0.0,-9.8,2,3,7.499999999999999,1.0,0.19999999999999574,0.7400000000000001
2018-03-15 03:00:00,-4.3,62.8,12.5,359.0,66.0,20.8,12.5,-4.4,-4.2,26.0,0.0,-9.8,3,3,9.699999999999998,1.0,0.09999999999999432,0.7400000000000001
2018-03-15 04:00:00,-4.2,62.6,12.1,356.0,63.0,19.7,13.7,-4.5,-4.1,53.0,0.0,-10.2,4,3,11.633333333333333,3.0,0.19999999999999574,0.7400000000000001
2018-03-15 05:00:00,-4.4,62.5,12.5,359.0,62.0,19.0,13.4,-4.5,-4.0,39.0,0.0,-10.7,5,3,12.366666666666665,3.0,0.10000000000000142,0.7400000000000001
2018-03-15 06:00:00,-4.7,62.5,11.9,360.0,58.0,18.0,13.3,-4.7,-4.1,9.0,0.0,-11.6,6,3,12.166666666666666,1.0,0.0,0.7400000000000001
2018-03-15 07:00:00,-5.2,62.5,12.7,360.0,58.0,18.4,13.5,-5.2,-4.7,4.0,0.0,-12.1,7,3,12.366666666666665,0.0,0.0,0.7400000000000001
2018-03-15 08:00:00,-5.1,62.5,13.3,357.0,63.0,22.5,14.6,-5.5,-5.1,35.0,0.0,-11.2,8,3,12.633333333333331,3.0,0.0,0.7400000000000001
2018-03-15 09:00:00,-4.7,62.4,13.0,356.0,64.0,23.7,13.2,-5.2,-4.7,40.0,0.0,-10.2,9,3,13.0,1.0,0.10000000000000142,0.7400000000000001
2018-03-15 10:00:00,-4.4,62.3,11.0,355.0,64.0,19.8,13.2,-4.7,-4.3,0.0,0.0,-10.2,10,3,12.433333333333332,1.0,0.10000000000000142,0.7400000000000001
2018-03-15 11:00:00,-4.3,62.3,12.8,357.0,62.0,19.4,12.9,-4.4,-4.2,1.0,0.0,-10.7,11,3,12.266666666666666,2.0,0.0,0.7400000000000001
2018-03-15 12:00:00,-4.3,62.3,11.3,360.0,63.0,20.2,13.4,-4.3,-4.2,3.0,0.0,-10.2,12,3,11.699999999999998,3.0,0.0,0.7400000000000001
2018-03-15 13:00:00,-4.6,62.1,13.7,358.0,64.0,20.0,13.9,-4.6,-4.3,24.0,0.0,-10.2,13,3,12.6,2.0,0.19999999999999574,0.7400000000000001
2018-03-15 14:00:00,-5.1,61.9,13.1,359.0,66.0,22.1,14.1,-5.1,-4.6,19.0,0.0,-10.2,14,3,12.699999999999998,1.0,0.20000000000000284,0.7400000000000001
2018-03-15 15:00:00,-5.3,61.2,13.6,359.0,66.0,21.8,14.1,-5.3,-5.0,10.0,0.0,-10.7,15,3,13.466666666666663,0.0,0.6999999999999957,0.7400000000000001
2018-03-15 16:00:00,-5.6,60.9,12.9,358.0,64.0,20.7,14.6,-5.6,-5.2,17.0,0.1,-11.2,16,3,13.199999999999998,1.0,0.30000000000000426,0.7400000000000001
2018-03-15 17:00:00,-5.9,58.2,13.6,359.0,62.0,24.3,16.1,-6.1,-5.5,32.0,0.0,-12.1,17,3,13.366666666666665,1.0,2.6999999999999957,0.9200000000000002
2018-03-15 18:00:00,-6.4,57.2,11.2,358.0,62.0,23.7,15.0,-6.4,-5.9,28.0,0.1,-12.1,18,3,12.566666666666665,1.0,1.0,0.8000000000000002
2018-03-15 19:00:00,-6.8,57.0,15.1,360.0,63.0,26.7,15.1,-6.8,-6.4,51.0,0.0,-12.7,19,3,13.299999999999999,2.0,0.20000000000000284,0.7400000000000001
2018-03-15 20:00:00,-7.0,55.1,14.7,359.0,65.0,24.7,16.0,-7.0,-6.6,31.0,0.1,-12.7,20,3,13.666666666666664,1.0,1.8999999999999986,0.9200000000000002
2018-03-15 21:00:00,-7.2,53.6,15.6,360.0,64.0,23.5,16.1,-7.2,-6.9,56.0,0.0,-12.7,21,3,15.133333333333331,1.0,1.5,0.8000000000000002
2018-03-15 22:00:00,-7.5,53.3,15.7,360.0,64.0,25.7,16.0,-7.5,-7.2,46.0,0.1,-13.2,22,3,15.33333333333333,0.0,0.30000000000000426,0.7400000000000001
2018-03-15 23:00:00,-8.1,52.5,14.1,360.0,68.0,23.6,15.7,-8.1,-7.5,27.0,0.1,-13.2,23,3,15.133333333333333,0.0,0.7999999999999972,0.7400000000000001
2018-03-16 00:00:00,-8.3,49.6,16.6,358.0,65.0,28.4,16.6,-8.3,-7.9,58.0,0.0,-13.8,0,3,15.466666666666667,2.0,2.8999999999999986,0.9200000000000002
2018-03-16 01:00:00,-8.6,49.6,14.2,358.0,68.0,26.2,17.3,-8.7,-7.9,58.0,0.1,-13.2,1,3,14.966666666666667,0.0,0.0,0.7400000000000001
2018-03-16 02:00:00,-8.8,49.4,14.0,359.0,68.0,23.6,15.4,-8.8,-8.6,43.0,0.1,-13.8,2,3,14.933333333333332,1.0,0.20000000000000284,0.7400000000000001
2018-03-16 03:00:00,-8.9,49.4,13.1,358.0,63.0,23.4,15.1,-8.9,-8.4,38.0,0.0,-14.4,3,3,13.766666666666666,1.0,0.0,0.7400000000000001
2018-03-16 04:00:00,-9.3,49.4,12.7,359.0,58.0,21.1,13.7,-9.3,-8.9,22.0,0.0,-16.3,4,3,13.266666666666666,1.0,0.0,0.7400000000000001
2018-03-16 05:00:00,-9.5,49.3,13.5,359.0,53.0,20.8,13.7,-9.8,-9.4,5.0,0.0,-17.0,5,3,13.1,0.0,0.10000000000000142,0.7400000000000001
2018-03-16 06:00:00,-10.1,49.2,9.7,360.0,52.0,22.5,14.3,-10.2,-9.5,7.0,0.0,-17.8,6,3,11.966666666666663,1.0,0.09999999999999432,0.7400000000000001
2018-03-16 07:00:00,-10.1,49.0,9.9,360.0,53.0,21.7,11.3,-10.3,-9.8,2.0,0.0,-17.8,7,3,11.033333333333331,0.0,0.20000000000000284,0.7400000000000001
2018-03-16 08:00:00,-9.9,49.0,11.9,358.0,52.0,21.7,11.9,-10.1,-9.6,32.0,0.1,-17.8,8,3,10.5,2.0,0.0,0.7400000000000001
2018-03-16 09:00:00,-9.4,48.9,13.3,360.0,49.0,24.5,15.2,-10.0,-9.4,32.0,0.1,-17.8,9,3,11.699999999999998,2.0,0.10000000000000142,0.7400000000000001
2018-03-16 10:00:00,-9.5,48.7,16.4,360.0,49.0,26.6,16.9,-9.6,-9.2,29.0,0.1,-17.8,10,3,13.866666666666665,0.0,0.19999999999999574,0.7400000000000001
2018-03-16 11:00:00,-9.3,49.0,11.2,360.0,52.0,23.5,16.0,-9.6,-9.1,31.0,0.1,-17.0,11,3,13.633333333333331,0.0,0.29999999999999716,0.7400000000000001
2018-03-16 12:00:00,-8.8,48.9,9.1,360.0,51.0,20.3,11.0,-9.3,-8.8,4.0,0.0,-17.0,12,3,12.233333333333329,0.0,0.10000000000000142,0.7400000000000001
2018-03-16 13:00:00,-8.7,48.9,10.7,360.0,54.0,21.8,12.3,-8.9,-8.7,8.0,0.0,-16.3,13,3,10.33333333333333,0.0,0.0,0.7400000000000001
2018-03-16 14:00:00,-8.7,48.9,10.3,358.0,53.0,19.7,11.2,-8.8,-8.6,0.0,0.0,-16.3,14,3,10.033333333333331,2.0,0.0,0.7400000000000001
2018-03-16 15:00:00,-8.7,48.8,10.6,360.0,52.0,20.2,12.1,-8.8,-8.6,6.0,0.0,-16.3,15,3,10.53333333333333,2.0,0.10000000000000142,0.7400000000000001
2018-03-16 16:00:00,-9.0,48.8,10.4,360.0,53.0,17.0,10.7,-9.1,-8.7,0.0,0.0,-17.0,16,3,10.43333333333333,0.0,0.0,0.7400000000000001
2018-03-16 17:00:00,-8.9,48.8,7.3,360.0,50.0,19.3,10.6,-8.9,-8.7,0.0,0.0,-17.0,17,3,9.433333333333332,0.0,0.0,0.7400000000000001
2018-03-16 18:00:00,-9.3,48.8,9.9,359.0,51.0,17.8,10.2,-9.3,-8.9,0.0,0.0,-17.8,18,3,9.199999999999998,1.0,0.0,0.7400000000000001
2018-03-16 19:00:00,-9.6,48.7,8.7,358.0,53.0,19.2,12.0,-9.7,-9.2,1.0,0.0,-17.0,19,3,8.633333333333331,1.0,0.09999999999999432,0.7400000000000001
2018-03-16 20:00:00,-9.6,48.7,9.0,359.0,53.0,19.6,9.4,-9.8,-9.5,0.0,0.0,-17.0,20,3,9.199999999999998,1.0,0.0,0.7400000000000001
2018-03-16 21:00:00,-9.7,48.7,8.5,359.0,54.0,17.4,8.7,-9.9,-9.6,0.0,0.0,-17.0,21,3,8.73333333333333,0.0,0.0,0.7400000000000001
2018-03-16 22:00:00,-9.9,48.7,12.5,360.0,52.0,18.8,12.9,-9.9,-9.6,3.0,0.0,-17.8,22,3,9.999999999999998,1.0,0.0,0.7400000000000001
2018-03-16 23:00:00,-10.0,48.7,8.9,360.0,50.0,19.1,12.5,-10.0,-9.7,0.0,0.0,-17.8,23,3,9.966666666666663,0.0,0.0,0.7400000000000001
2018-03-27 20:00:00,-5.5,56.0,11.1,110.0,40.0,18.0,11.3,-5.7,-5.3,0.0,0.0,-17.0,20,3,10.299999999999997,3.0,0.20000000000000284,0.7400000000000001
2018-03-27 21:00:00,-5.7,56.2,10.8,121.0,40.0,17.9,12.3,-6.1,-5.5,3.0,0.0,-17.0,21,3,10.733333333333329,11.0,0.20000000000000284,0.7400000000000001
2018-03-27 22:00:00,-6.2,56.0,8.3,116.0,41.0,20.0,13.6,-6.2,-5.6,8.0,0.0,-17.0,22,3,10.066666666666665,5.0,0.20000000000000284,0.7400000000000001
2018-03-28 01:00:00,-7.6,56.1,8.6,117.0,53.0,17.1,9.7,-7.6,-7.3,0.0,0.0,-15.0,1,3,6.766666666666663,12.0,0.10000000000000142,0.7400000000000001
2018-03-28 02:00:00,-7.6,56.1,11.6,111.0,52.0,17.3,11.6,-7.8,-7.5,0.0,0.0,-15.6,2,3,8.599999999999996,6.0,0.0,0.7400000000000001
2018-03-28 03:00:00,-8.3,56.1,8.3,121.0,55.0,17.0,11.5,-8.3,-7.5,0.0,0.0,-15.6,3,3,9.499999999999998,10.0,0.0,0.7400000000000001
2019-01-27 09:00:00,-5.7,23.1,12.1,122.0,70.0,24.0,13.5,-6.2,-5.6,9.0,0.1,-10.2,9,1,12.4,3.0,0.09999999999999787,0.7400000000000001
2019-01-27 10:00:00,-5.6,23.1,11.6,126.0,66.0,22.9,12.3,-5.8,-5.6,2.0,0.0,-11.2,10,1,12.100000000000001,4.0,0.0,0.7400000000000001
2019-01-27 11:00:00,-5.4,22.9,12.1,122.0,64.0,22.0,12.6,-5.7,-5.4,0.0,0.0,-11.2,11,1,11.933333333333335,4.0,0.20000000000000284,0.7400000000000001
2019-01-27 12:00:00,-5.4,23.0,12.9,120.0,63.0,22.8,13.6,-5.6,-5.3,0.0,0.0,-11.2,12,1,12.200000000000003,2.0,0.10000000000000142,0.7400000000000001
2019-01-27 13:00:00,-5.5,23.1,14.8,117.0,60.0,22.1,14.9,-5.6,-5.3,0.0,0.0,-11.6,13,1,13.266666666666667,3.0,0.10000000000000142,0.7400000000000001
2019-01-27 14:00:00,-5.5,22.7,11.4,117.0,61.0,21.6,14.8,-5.6,-4.9,0.0,0.0,-11.6,14,1,13.033333333333337,0.0,0.40000000000000213,0.7400000000000001
2019-01-27 15:00:00,-5.5,22.7,9.2,117.0,60.0,21.5,11.5,-5.6,-5.2,0.0,0.0,-11.6,15,1,11.800000000000002,0.0,0.0,0.7400000000000001
2019-01-31 14:00:00,-4.8,23.1,6.6,126.0,64.0,17.0,6.6,-5.1,-4.7,0.0,0.0,-10.2,14,1,7.300000000000002,5.0,0.09999999999999787,0.7400000000000001
2019-01-31 15:00:00,-5.0,23.1,10.2,113.0,65.0,18.2,10.3,-5.0,-4.6,0.0,0.0,-10.7,15,1,7.666666666666669,13.0,0.0,0.7400000000000001
2019-01-31 16:00:00,-4.8,23.3,11.5,120.0,63.0,19.6,11.6,-5.2,-4.8,0.0,0.0,-10.7,16,1,9.433333333333335,7.0,0.1999999999999993,0.7400000000000001
2019-01-31 17:00:00,-5.0,23.1,8.4,117.0,63.0,19.4,11.5,-5.3,-4.6,0.0,0.0,-11.2,17,1,10.033333333333337,3.0,0.1999999999999993,0.7400000000000001
2019-01-31 20:00:00,-5.2,23.5,10.2,115.0,67.0,17.5,10.2,-5.7,-5.2,0.0,0.0,-10.2,20,1,7.1333333333333355,19.0,0.0,0.7400000000000001
2019-01-31 21:00:00,-5.2,23.4,7.5,121.0,69.0,18.7,12.1,-5.5,-5.2,0.0,0.0,-9.8,21,1,7.400000000000003,6.0,0.10000000000000142,0.7400000000000001
2019-01-31 22:00:00,-5.2,23.5,6.9,116.0,68.0,18.0,9.0,-5.4,-5.0,0.0,0.0,-9.8,22,1,8.200000000000003,5.0,0.10000000000000142,0.7400000000000001
2020-02-25 05:00:00,-3.2,78.3,7.0,86.0,68.0,12.6,7.0,-3.3,-3.1,5.0,0.0,-8.1,5,2,5.900000000000009,9.0,1.6000000000000085,0.7200000000000001
2020-02-25 06:00:00,-3.1,76.6,6.9,86.0,65.0,14.3,7.7,-3.3,-3.0,4.0,0.0,-8.5,6,2,6.333333333333343,0.0,1.7000000000000028,0.8400000000000001
2020-02-25 07:00:00,-3.5,75.4,7.6,93.0,62.0,14.7,8.1,-3.7,-3.1,0.0,0.0,-9.8,7,2,7.166666666666676,7.0,1.1999999999999886,0.7200000000000001
2020-02-25 08:00:00,-3.5,73.6,9.0,91.0,63.0,15.1,9.0,-3.8,-3.4,0.0,0.0,-9.4,8,2,7.833333333333343,2.0,1.8000000000000114,0.8400000000000001
2020-02-25 09:00:00,-3.3,71.8,9.5,88.0,64.0,16.8,10.2,-3.8,-3.2,11.0,0.0,-8.9,9,2,8.70000000000001,3.0,1.7999999999999972,0.8400000000000001
2020-02-25 10:00:00,-2.7,70.8,8.1,87.0,63.0,15.0,9.4,-3.3,-2.6,11.0,0.0,-8.5,10,2,8.866666666666676,1.0,1.0,0.7200000000000001
2021-01-16 20:00:00,-5.3,23.6,8.5,138.0,56.0,13.1,8.7,-5.8,-5.1,0.0,0.0,-12.7,20,1,6.26666666666668,13.0,1.5,0.7200000000000001
2021-01-16 21:00:00,-5.1,20.0,9.2,116.0,58.0,13.5,9.4,-5.7,-5.0,0.0,0.0,-12.1,21,1,7.26666666666668,22.0,3.6000000000000014,0.8400000000000001
2021-01-16 22:00:00,-5.1,16.2,8.1,108.0,62.0,15.4,10.0,-5.2,-4.7,2.0,0.0,-11.2,22,1,8.600000000000012,8.0,3.8000000000000007,0.8400000000000001
2021-01-16 23:00:00,-4.9,14.7,9.3,113.0,64.0,13.6,9.8,-5.5,-4.8,0.0,0.0,-10.7,23,1,8.86666666666668,5.0,1.5,0.7200000000000001
2021-02-16 11:00:00,-2.3,26.9,10.2,120.0,69.0,18.3,11.6,-2.3,-0.8,0.0,0.0,-7.0,11,2,7.533333333333346,19.0,0.9000000000000021,0.8000000000000002
2021-02-16 12:00:00,-2.0,20.9,11.8,119.0,69.0,21.8,14.0,-2.6,-1.7,0.0,0.0,-6.7,12,2,9.400000000000013,1.0,6.0,0.9200000000000002
2021-02-16 13:00:00,-1.5,19.3,11.7,119.0,69.0,19.0,11.9,-1.9,-0.6,0.0,0.0,-6.3,13,2,11.233333333333343,0.0,1.5999999999999979,0.8000000000000002
2021-02-17 03:00:00,-3.7,13.8,11.8,116.0,70.0,19.4,12.7,-3.8,-3.6,0.0,0.0,-8.5,3,2,11.533333333333346,0.0,0.0,0.7400000000000001
2021-02-17 04:00:00,-3.6,13.7,11.4,117.0,68.0,20.0,12.3,-3.8,-3.6,0.0,0.0,-8.5,4,2,11.433333333333346,1.0,0.10000000000000142,0.7400000000000001
2021-02-17 05:00:00,-3.5,13.6,10.8,121.0,66.0,17.5,11.4,-3.6,-3.5,0.0,0.0,-8.9,5,2,11.333333333333345,4.0,0.09999999999999964,0.7400000000000001
2021-02-17 06:00:00,-3.6,13.7,10.8,116.0,66.0,17.0,11.6,-3.7,-3.5,0.0,0.0,-8.9,6,2,11.000000000000012,5.0,0.09999999999999964,0.7400000000000001
2021-02-17 07:00:00,-3.9,13.7,12.0,115.0,67.0,17.9,12.1,-3.9,-3.6,0.0,0.0,-8.9,7,2,11.200000000000012,1.0,0.0,0.7400000000000001
2021-02-17 09:00:00,-4.3,13.7,11.6,120.0,66.0,17.4,11.8,-4.4,-4.0,0.0,0.0,-9.8,9,2,11.666666666666679,1.0,0.20000000000000107,0.7400000000000001
2021-02-17 10:00:00,-4.1,13.6,10.5,120.0,66.0,17.0,12.1,-4.4,-4.0,0.0,0.0,-9.4,10,2,11.166666666666679,0.0,0.09999999999999964,0.7400000000000001
2021-02-17 11:00:00,-3.7,13.7,10.4,112.0,66.0,19.6,12.8,-4.3,-3.7,0.0,0.0,-9.4,11,2,10.833333333333345,8.0,0.09999999999999964,0.7400000000000001
2021-02-17 12:00:00,-3.3,13.5,10.5,114.0,65.0,17.6,11.1,-3.6,-3.2,0.0,0.0,-8.9,12,2,10.466666666666677,2.0,0.1999999999999993,0.7400000000000001
2021-02-17 13:00:00,-2.9,13.5,10.8,114.0,66.0,18.4,11.2,-3.7,-2.9,0.0,0.0,-8.5,13,2,10.566666666666679,0.0,0.0,0.7400000000000001
2021-02-17 14:00:00,-2.8,13.6,9.0,113.0,66.0,18.6,11.5,-3.4,-2.5,0.0,0.0,-8.1,14,2,10.100000000000012,1.0,0.09999999999999964,0.7400000000000001
2021-02-17 15:00:00,-2.6,13.6,10.4,113.0,69.0,17.3,11.8,-3.3,-2.5,0.0,0.0,-7.4,15,2,10.066666666666679,0.0,0.0,0.7400000000000001
2021-03-21 06:00:00,-1.2,20.9,11.9,333.0,65.0,17.8,11.9,-1.3,-1.1,5.0,0.0,-7.0,6,3,10.266666666666678,0.0,0.1999999999999993,0.7400000000000001
